language,GridSize,boundary,ic,dt_out,timepoint,l2_error,pathname
Python,512,neumann,25p,1,0,0.0,/project/g_bme-janeslab/SarahG/spinodal_decomp_06_2025/out_python/NMG_Python_20_dt_5.50e-06_Nx_512_neumann_dtout_125pphi.csv
Python,256,neumann,75p,1,0,0.0,/project/g_bme-janeslab/SarahG/spinodal_decomp_06_2025/out_python/NMG_Python_20_dt_5.50e-06_Nx_256_neumann_dtout_175pphi.csv
Python,128,neumann,50p,20,0,0.0,/project/g_bme-janeslab/SarahG/spinodal_decomp_06_2025/out_python/NMG_Python_20_dt_5.50e-06_Nx_128_neumann_dtout_2050pphi.csv
Python,128,periodic,50p,1,0,0.0,/project/g_bme-janeslab/SarahG/spinodal_decomp_06_2025/out_python/NMG_Python_20_dt_5.50e-06_Nx_128_periodic_dtout_150pphi.csv
Python,256,neumann,25p,1,0,0.0,/project/g_bme-janeslab/SarahG/spinodal_decomp_06_2025/out_python/NMG_Python_20_dt_5.50e-06_Nx_256_neumann_dtout_125pphi.csv
Python,64,neumann,75p,1,0,0.0,/project/g_bme-janeslab/SarahG/spinodal_decomp_06_2025/out_python/NMG_Python_20_dt_5.50e-06_Nx_64_neumann_dtout_175pphi.csv
Python,256,periodic,25p,1,0,0.0,/project/g_bme-janeslab/SarahG/spinodal_decomp_06_2025/out_python/NMG_Python_20_dt_5.50e-06_Nx_256_periodic_dtout_125pphi.csv
Python,64,periodic,25p,20,0,0.0,/project/g_bme-janeslab/SarahG/spinodal_decomp_06_2025/out_python/NMG_Python_20_dt_5.50e-06_Nx_64_periodic_dtout_2025pphi.csv
Python,512,periodic,50p,1,0,0.0,/project/g_bme-janeslab/SarahG/spinodal_decomp_06_2025/out_python/NMG_Python_20_dt_5.50e-06_Nx_512_periodic_dtout_150pphi.csv
Python,512,periodic,25p,20,0,0.0,/project/g_bme-janeslab/SarahG/spinodal_decomp_06_2025/out_python/NMG_Python_20_dt_5.50e-06_Nx_512_periodic_dtout_2025pphi.csv
Python,64,neumann,50p,20,0,0.0,/project/g_bme-janeslab/SarahG/spinodal_decomp_06_2025/out_python/NMG_Python_20_dt_5.50e-06_Nx_64_neumann_dtout_2050pphi.csv
Python,128,neumann,75p,20,0,0.0,/project/g_bme-janeslab/SarahG/spinodal_decomp_06_2025/out_python/NMG_Python_20_dt_5.50e-06_Nx_128_neumann_dtout_2075pphi.csv
Python,64,neumann,25p,1,0,0.0,/project/g_bme-janeslab/SarahG/spinodal_decomp_06_2025/out_python/NMG_Python_20_dt_5.50e-06_Nx_64_neumann_dtout_125pphi.csv
Python,512,periodic,25p,1,0,0.0,/project/g_bme-janeslab/SarahG/spinodal_decomp_06_2025/out_python/NMG_Python_20_dt_5.50e-06_Nx_512_periodic_dtout_125pphi.csv
Python,512,periodic,50p,20,0,0.0,/project/g_bme-janeslab/SarahG/spinodal_decomp_06_2025/out_python/NMG_Python_20_dt_5.50e-06_Nx_512_periodic_dtout_2050pphi.csv
Python,128,periodic,75p,1,0,0.0,/project/g_bme-janeslab/SarahG/spinodal_decomp_06_2025/out_python/NMG_Python_20_dt_5.50e-06_Nx_128_periodic_dtout_175pphi.csv
Python,512,periodic,75p,1,0,0.0,/project/g_bme-janeslab/SarahG/spinodal_decomp_06_2025/out_python/NMG_Python_20_dt_5.50e-06_Nx_512_periodic_dtout_175pphi.csv
Python,128,neumann,50p,1,0,0.0,/project/g_bme-janeslab/SarahG/spinodal_decomp_06_2025/out_python/NMG_Python_20_dt_5.50e-06_Nx_128_neumann_dtout_150pphi.csv
Python,128,periodic,75p,20,0,0.0,/project/g_bme-janeslab/SarahG/spinodal_decomp_06_2025/out_python/NMG_Python_20_dt_5.50e-06_Nx_128_periodic_dtout_2075pphi.csv
Python,256,periodic,75p,20,0,0.0,/project/g_bme-janeslab/SarahG/spinodal_decomp_06_2025/out_python/NMG_Python_20_dt_5.50e-06_Nx_256_periodic_dtout_2075pphi.csv
Python,512,neumann,75p,1,0,0.0,/project/g_bme-janeslab/SarahG/spinodal_decomp_06_2025/out_python/NMG_Python_20_dt_5.50e-06_Nx_512_neumann_dtout_175pphi.csv
Python,64,neumann,25p,20,0,0.0,/project/g_bme-janeslab/SarahG/spinodal_decomp_06_2025/out_python/NMG_Python_20_dt_5.50e-06_Nx_64_neumann_dtout_2025pphi.csv
Python,64,neumann,75p,20,0,0.0,/project/g_bme-janeslab/SarahG/spinodal_decomp_06_2025/out_python/NMG_Python_20_dt_5.50e-06_Nx_64_neumann_dtout_2075pphi.csv
Python,512,periodic,75p,20,0,0.0,/project/g_bme-janeslab/SarahG/spinodal_decomp_06_2025/out_python/NMG_Python_20_dt_5.50e-06_Nx_512_periodic_dtout_2075pphi.csv
Python,512,neumann,25p,20,0,0.0,/project/g_bme-janeslab/SarahG/spinodal_decomp_06_2025/out_python/NMG_Python_20_dt_5.50e-06_Nx_512_neumann_dtout_2025pphi.csv
Python,512,neumann,50p,1,0,0.0,/project/g_bme-janeslab/SarahG/spinodal_decomp_06_2025/out_python/NMG_Python_20_dt_5.50e-06_Nx_512_neumann_dtout_150pphi.csv
Python,64,periodic,25p,1,0,0.0,/project/g_bme-janeslab/SarahG/spinodal_decomp_06_2025/out_python/NMG_Python_20_dt_5.50e-06_Nx_64_periodic_dtout_125pphi.csv
Python,128,periodic,50p,20,0,0.0,/project/g_bme-janeslab/SarahG/spinodal_decomp_06_2025/out_python/NMG_Python_20_dt_5.50e-06_Nx_128_periodic_dtout_2050pphi.csv
Python,256,periodic,50p,20,0,0.0,/project/g_bme-janeslab/SarahG/spinodal_decomp_06_2025/out_python/NMG_Python_20_dt_5.50e-06_Nx_256_periodic_dtout_2050pphi.csv
Python,64,periodic,50p,20,0,0.0,/project/g_bme-janeslab/SarahG/spinodal_decomp_06_2025/out_python/NMG_Python_20_dt_5.50e-06_Nx_64_periodic_dtout_2050pphi.csv
Python,512,neumann,75p,20,0,0.0,/project/g_bme-janeslab/SarahG/spinodal_decomp_06_2025/out_python/NMG_Python_20_dt_5.50e-06_Nx_512_neumann_dtout_2075pphi.csv
Python,256,neumann,25p,20,0,0.0,/project/g_bme-janeslab/SarahG/spinodal_decomp_06_2025/out_python/NMG_Python_20_dt_5.50e-06_Nx_256_neumann_dtout_2025pphi.csv
Python,128,neumann,25p,20,0,0.0,/project/g_bme-janeslab/SarahG/spinodal_decomp_06_2025/out_python/NMG_Python_20_dt_5.50e-06_Nx_128_neumann_dtout_2025pphi.csv
Python,64,periodic,75p,20,0,0.0,/project/g_bme-janeslab/SarahG/spinodal_decomp_06_2025/out_python/NMG_Python_20_dt_5.50e-06_Nx_64_periodic_dtout_2075pphi.csv
Python,256,periodic,75p,1,0,0.0,/project/g_bme-janeslab/SarahG/spinodal_decomp_06_2025/out_python/NMG_Python_20_dt_5.50e-06_Nx_256_periodic_dtout_175pphi.csv
Python,64,periodic,50p,1,0,0.0,/project/g_bme-janeslab/SarahG/spinodal_decomp_06_2025/out_python/NMG_Python_20_dt_5.50e-06_Nx_64_periodic_dtout_150pphi.csv
Python,128,periodic,25p,1,0,0.0,/project/g_bme-janeslab/SarahG/spinodal_decomp_06_2025/out_python/NMG_Python_20_dt_5.50e-06_Nx_128_periodic_dtout_125pphi.csv
Python,256,neumann,75p,20,1,0.006500583402064914,/project/g_bme-janeslab/SarahG/spinodal_decomp_06_2025/out_python/NMG_Python_20_dt_5.50e-06_Nx_256_neumann_dtout_2075pphi.csv
Python,128,periodic,25p,20,1,0.010213876731159163,/project/g_bme-janeslab/SarahG/spinodal_decomp_06_2025/out_python/NMG_Python_20_dt_5.50e-06_Nx_128_periodic_dtout_2025pphi.csv
Python,256,periodic,25p,20,1,0.001898824879023587,/project/g_bme-janeslab/SarahG/spinodal_decomp_06_2025/out_python/NMG_Python_20_dt_5.50e-06_Nx_256_periodic_dtout_2025pphi.csv
Python,512,neumann,50p,20,1,0.008207526113762369,/project/g_bme-janeslab/SarahG/spinodal_decomp_06_2025/out_python/NMG_Python_20_dt_5.50e-06_Nx_512_neumann_dtout_2050pphi.csv
Python,128,neumann,25p,1,1,0.03801858299758227,/project/g_bme-janeslab/SarahG/spinodal_decomp_06_2025/out_python/NMG_Python_20_dt_5.50e-06_Nx_128_neumann_dtout_125pphi.csv
Python,256,neumann,50p,20,1,0.000943250096253858,/project/g_bme-janeslab/SarahG/spinodal_decomp_06_2025/out_python/NMG_Python_20_dt_5.50e-06_Nx_256_neumann_dtout_2050pphi.csv
Python,64,periodic,75p,1,1,0.2669799593360053,/project/g_bme-janeslab/SarahG/spinodal_decomp_06_2025/out_python/NMG_Python_20_dt_5.50e-06_Nx_64_periodic_dtout_175pphi.csv
Python,256,periodic,50p,1,1,0.005817773807752956,/project/g_bme-janeslab/SarahG/spinodal_decomp_06_2025/out_python/NMG_Python_20_dt_5.50e-06_Nx_256_periodic_dtout_150pphi.csv
Python,128,neumann,75p,1,1,0.13289342793250092,/project/g_bme-janeslab/SarahG/spinodal_decomp_06_2025/out_python/NMG_Python_20_dt_5.50e-06_Nx_128_neumann_dtout_175pphi.csv
Python,64,neumann,50p,1,1,0.3038393322458329,/project/g_bme-janeslab/SarahG/spinodal_decomp_06_2025/out_python/NMG_Python_20_dt_5.50e-06_Nx_64_neumann_dtout_150pphi.csv
Python,256,neumann,50p,1,1,0.004404435949393441,/project/g_bme-janeslab/SarahG/spinodal_decomp_06_2025/out_python/NMG_Python_20_dt_5.50e-06_Nx_256_neumann_dtout_150pphi.csv
Python,512,neumann,25p,1,1,0.038688167281280335,/project/g_bme-janeslab/SarahG/spinodal_decomp_06_2025/out_python/NMG_Python_20_dt_5.50e-06_Nx_512_neumann_dtout_125pphi.csv
Python,256,neumann,75p,1,1,0.030161008728246706,/project/g_bme-janeslab/SarahG/spinodal_decomp_06_2025/out_python/NMG_Python_20_dt_5.50e-06_Nx_256_neumann_dtout_175pphi.csv
Python,128,neumann,50p,20,1,0.03348373054865237,/project/g_bme-janeslab/SarahG/spinodal_decomp_06_2025/out_python/NMG_Python_20_dt_5.50e-06_Nx_128_neumann_dtout_2050pphi.csv
Python,128,periodic,50p,1,1,0.15828149723221985,/project/g_bme-janeslab/SarahG/spinodal_decomp_06_2025/out_python/NMG_Python_20_dt_5.50e-06_Nx_128_periodic_dtout_150pphi.csv
Python,256,neumann,25p,1,1,0.004245568383940885,/project/g_bme-janeslab/SarahG/spinodal_decomp_06_2025/out_python/NMG_Python_20_dt_5.50e-06_Nx_256_neumann_dtout_125pphi.csv
Python,64,neumann,75p,1,1,0.2623181559551607,/project/g_bme-janeslab/SarahG/spinodal_decomp_06_2025/out_python/NMG_Python_20_dt_5.50e-06_Nx_64_neumann_dtout_175pphi.csv
Python,256,periodic,25p,1,1,0.005331451350691066,/project/g_bme-janeslab/SarahG/spinodal_decomp_06_2025/out_python/NMG_Python_20_dt_5.50e-06_Nx_256_periodic_dtout_125pphi.csv
Python,64,periodic,25p,20,1,0.08125182764132848,/project/g_bme-janeslab/SarahG/spinodal_decomp_06_2025/out_python/NMG_Python_20_dt_5.50e-06_Nx_64_periodic_dtout_2025pphi.csv
Python,512,periodic,50p,1,1,0.03827066758890042,/project/g_bme-janeslab/SarahG/spinodal_decomp_06_2025/out_python/NMG_Python_20_dt_5.50e-06_Nx_512_periodic_dtout_150pphi.csv
Python,512,periodic,25p,20,1,0.009782176874636294,/project/g_bme-janeslab/SarahG/spinodal_decomp_06_2025/out_python/NMG_Python_20_dt_5.50e-06_Nx_512_periodic_dtout_2025pphi.csv
Python,64,neumann,50p,20,1,0.06104382986704218,/project/g_bme-janeslab/SarahG/spinodal_decomp_06_2025/out_python/NMG_Python_20_dt_5.50e-06_Nx_64_neumann_dtout_2050pphi.csv
Python,128,neumann,75p,20,1,0.028982398431775726,/project/g_bme-janeslab/SarahG/spinodal_decomp_06_2025/out_python/NMG_Python_20_dt_5.50e-06_Nx_128_neumann_dtout_2075pphi.csv
Python,64,neumann,25p,1,1,0.3808122057319054,/project/g_bme-janeslab/SarahG/spinodal_decomp_06_2025/out_python/NMG_Python_20_dt_5.50e-06_Nx_64_neumann_dtout_125pphi.csv
Python,512,periodic,25p,1,1,0.039709702901368396,/project/g_bme-janeslab/SarahG/spinodal_decomp_06_2025/out_python/NMG_Python_20_dt_5.50e-06_Nx_512_periodic_dtout_125pphi.csv
Python,512,periodic,50p,20,1,0.009521616536353007,/project/g_bme-janeslab/SarahG/spinodal_decomp_06_2025/out_python/NMG_Python_20_dt_5.50e-06_Nx_512_periodic_dtout_2050pphi.csv
Python,128,periodic,75p,1,1,0.1374011691308035,/project/g_bme-janeslab/SarahG/spinodal_decomp_06_2025/out_python/NMG_Python_20_dt_5.50e-06_Nx_128_periodic_dtout_175pphi.csv
Python,512,periodic,75p,1,1,0.009568922795658881,/project/g_bme-janeslab/SarahG/spinodal_decomp_06_2025/out_python/NMG_Python_20_dt_5.50e-06_Nx_512_periodic_dtout_175pphi.csv
Python,128,neumann,50p,1,1,0.15378466430553497,/project/g_bme-janeslab/SarahG/spinodal_decomp_06_2025/out_python/NMG_Python_20_dt_5.50e-06_Nx_128_neumann_dtout_150pphi.csv
Python,128,periodic,75p,20,1,0.03398268436705863,/project/g_bme-janeslab/SarahG/spinodal_decomp_06_2025/out_python/NMG_Python_20_dt_5.50e-06_Nx_128_periodic_dtout_2075pphi.csv
Python,256,periodic,75p,20,1,0.009436368241069753,/project/g_bme-janeslab/SarahG/spinodal_decomp_06_2025/out_python/NMG_Python_20_dt_5.50e-06_Nx_256_periodic_dtout_2075pphi.csv
Python,512,neumann,75p,1,1,0.00912813512638369,/project/g_bme-janeslab/SarahG/spinodal_decomp_06_2025/out_python/NMG_Python_20_dt_5.50e-06_Nx_512_neumann_dtout_175pphi.csv
Python,64,neumann,25p,20,1,0.07389408430134792,/project/g_bme-janeslab/SarahG/spinodal_decomp_06_2025/out_python/NMG_Python_20_dt_5.50e-06_Nx_64_neumann_dtout_2025pphi.csv
Python,64,neumann,75p,20,1,0.05309744830695876,/project/g_bme-janeslab/SarahG/spinodal_decomp_06_2025/out_python/NMG_Python_20_dt_5.50e-06_Nx_64_neumann_dtout_2075pphi.csv
Python,512,periodic,75p,20,1,0.0025552097456812387,/project/g_bme-janeslab/SarahG/spinodal_decomp_06_2025/out_python/NMG_Python_20_dt_5.50e-06_Nx_512_periodic_dtout_2075pphi.csv
Python,512,neumann,25p,20,1,0.008533325943582463,/project/g_bme-janeslab/SarahG/spinodal_decomp_06_2025/out_python/NMG_Python_20_dt_5.50e-06_Nx_512_neumann_dtout_2025pphi.csv
Python,512,neumann,50p,1,1,0.03710645362764401,/project/g_bme-janeslab/SarahG/spinodal_decomp_06_2025/out_python/NMG_Python_20_dt_5.50e-06_Nx_512_neumann_dtout_150pphi.csv
Python,64,periodic,25p,1,1,0.38868085782515344,/project/g_bme-janeslab/SarahG/spinodal_decomp_06_2025/out_python/NMG_Python_20_dt_5.50e-06_Nx_64_periodic_dtout_125pphi.csv
Python,128,periodic,50p,20,1,0.039234581220943,/project/g_bme-janeslab/SarahG/spinodal_decomp_06_2025/out_python/NMG_Python_20_dt_5.50e-06_Nx_128_periodic_dtout_2050pphi.csv
Python,256,periodic,50p,20,1,0.0020026586095969866,/project/g_bme-janeslab/SarahG/spinodal_decomp_06_2025/out_python/NMG_Python_20_dt_5.50e-06_Nx_256_periodic_dtout_2050pphi.csv
Python,64,periodic,50p,20,1,0.06697148807264189,/project/g_bme-janeslab/SarahG/spinodal_decomp_06_2025/out_python/NMG_Python_20_dt_5.50e-06_Nx_64_periodic_dtout_2050pphi.csv
Python,512,neumann,75p,20,1,0.002098131388882224,/project/g_bme-janeslab/SarahG/spinodal_decomp_06_2025/out_python/NMG_Python_20_dt_5.50e-06_Nx_512_neumann_dtout_2075pphi.csv
Python,256,neumann,25p,20,1,0.0009398229344652037,/project/g_bme-janeslab/SarahG/spinodal_decomp_06_2025/out_python/NMG_Python_20_dt_5.50e-06_Nx_256_neumann_dtout_2025pphi.csv
Python,128,neumann,25p,20,1,0.008432348509264638,/project/g_bme-janeslab/SarahG/spinodal_decomp_06_2025/out_python/NMG_Python_20_dt_5.50e-06_Nx_128_neumann_dtout_2025pphi.csv
